UPTIME,CONTAINER ID,NAME,CPU %,MEM USAGE,MEM LIMIT,MEM %, NET I,NET O,BLOCK I,BLOCK O,PIDS
15:24:20,3233994cb1ac,geo-diff-work_worker,0.00%,32033996,419430400,7.64%,1310,410,28400000,0,2
15:24:20,278143f3f3ca,geo-diff-work_worker,0.00%,29580328,419430400,7.05%,1270,368,26500000,0,2
15:24:28,3233994cb1ac,geo-diff-work_worker,0.00%,32788971,419430400,7.82%,1700,642,28600000,0,2
15:24:28,278143f3f3ca,geo-diff-work_worker,0.00%,30178017,419430400,7.19%,1630,642,26500000,0,2
15:24:35,3233994cb1ac,geo-diff-work_worker,0.51%,32893829,419430400,7.84%,3400,2170,28600000,0,2
15:24:35,278143f3f3ca,geo-diff-work_worker,0.00%,30178017,419430400,7.19%,1740,684,26500000,0,2
15:24:43,3233994cb1ac,geo-diff-work_worker,0.00%,32893829,419430400,7.84%,3470,2170,28600000,0,2
15:24:43,278143f3f3ca,geo-diff-work_worker,0.00%,32841400,419430400,7.83%,29900,225000,31200000,0,2
15:24:50,3233994cb1ac,geo-diff-work_worker,0.01%,32893829,419430400,7.84%,3470,2170,28600000,0,2
15:24:50,278143f3f3ca,geo-diff-work_worker,0.00%,32841400,419430400,7.83%,30000,225000,31200000,0,2
15:24:58,3233994cb1ac,geo-diff-work_worker,0.00%,32893829,419430400,7.84%,3470,2170,28600000,0,2
15:24:58,278143f3f3ca,geo-diff-work_worker,0.00%,32841400,419430400,7.83%,30000,225000,31200000,0,2
15:25:05,3233994cb1ac,geo-diff-work_worker,0.04%,32893829,419430400,7.84%,3610,2310,28600000,0,2
15:25:05,278143f3f3ca,geo-diff-work_worker,0.00%,32841400,419430400,7.83%,30000,225000,31200000,0,2
15:25:13,3233994cb1ac,geo-diff-work_worker,8.49%,36574330,419430400,8.72%,409000,6990000,28600000,0,3
15:25:13,278143f3f3ca,geo-diff-work_worker,0.00%,33952890,419430400,8.09%,352000,6020000,32200000,0,2
15:25:21,3233994cb1ac,geo-diff-work_worker,13.42%,36836474,419430400,8.78%,951000,16300000,28600000,0,3
15:25:21,278143f3f3ca,geo-diff-work_worker,11.58%,34162606,419430400,8.15%,836000,14500000,32200000,0,2
15:25:28,3233994cb1ac,geo-diff-work_worker,7.76%,36867932,419430400,8.79%,1470000,24400000,28600000,0,2
15:25:28,278143f3f3ca,geo-diff-work_worker,10.17%,34466693,419430400,8.22%,1440000,23900000,32200000,0,2
15:25:36,3233994cb1ac,geo-diff-work_worker,10.02%,37004247,419430400,8.82%,1860000,29000000,28600000,0,2
15:25:36,278143f3f3ca,geo-diff-work_worker,0.00%,34571550,419430400,8.24%,1930000,29500000,32200000,0,2
15:25:43,3233994cb1ac,geo-diff-work_worker,10.30%,37224448,419430400,8.88%,2610000,37400000,28600000,0,2
15:25:43,278143f3f3ca,geo-diff-work_worker,15.32%,34603008,419430400,8.25%,2610000,37100000,32200000,0,2
15:25:51,3233994cb1ac,geo-diff-work_worker,5.91%,37434163,419430400,8.92%,3100000,42500000,28600000,0,3
15:25:51,278143f3f3ca,geo-diff-work_worker,0.00%,34718351,419430400,8.28%,3110000,42900000,32200000,0,2
15:25:59,3233994cb1ac,geo-diff-work_worker,14.42%,37528535,419430400,8.95%,3620000,49300000,28600000,0,2
15:25:59,278143f3f3ca,geo-diff-work_worker,12.05%,35106324,419430400,8.37%,3730000,51000000,32200000,0,2
15:26:06,3233994cb1ac,geo-diff-work_worker,0.00%,37549506,419430400,8.95%,4099999,57400000,28600000,0,2
15:26:06,278143f3f3ca,geo-diff-work_worker,8.26%,35137781,419430400,8.38%,4070000,56700000,32200000,0,2
15:26:14,3233994cb1ac,geo-diff-work_worker,11.47%,37832622,419430400,9.02%,4570000,64800000,28600000,0,2
15:26:14,278143f3f3ca,geo-diff-work_worker,15.28%,35148267,419430400,8.38%,4450000,63100000,32200000,0,2
15:26:21,3233994cb1ac,geo-diff-work_worker,0.75%,37864079,419430400,9.03%,5130000,71400000,28600000,0,2
15:26:21,278143f3f3ca,geo-diff-work_worker,15.48%,35441868,419430400,8.45%,5070000,70900000,32200000,0,2
15:26:29,3233994cb1ac,geo-diff-work_worker,14.05%,38105251,419430400,9.08%,5660000,76900000,28600000,0,3
15:26:29,278143f3f3ca,geo-diff-work_worker,10.91%,35452354,419430400,8.45%,5470000,75300000,32200000,0,2
15:26:37,3233994cb1ac,geo-diff-work_worker,5.30%,38084280,419430400,9.08%,6170000,83000000,28600000,0,2
15:26:37,278143f3f3ca,geo-diff-work_worker,13.61%,35557212,419430400,8.48%,6140000,82700000,32200000,0,2
15:26:44,3233994cb1ac,geo-diff-work_worker,14.75%,38304481,419430400,9.13%,6700000,89200000,28600000,0,2
15:26:44,278143f3f3ca,geo-diff-work_worker,3.88%,35724984,419430400,8.52%,6600000,87400000,32200000,0,2
15:26:52,3233994cb1ac,geo-diff-work_worker,14.84%,38608568,419430400,9.21%,7410000,99100000,28600000,0,2
15:26:52,278143f3f3ca,geo-diff-work_worker,12.73%,35861299,419430400,8.55%,7260000,96200000,32200000,0,2
15:26:59,3233994cb1ac,geo-diff-work_worker,1.81%,38671482,419430400,9.22%,8060000,108000000,28600000,0,2
15:26:59,278143f3f3ca,geo-diff-work_worker,12.91%,36029071,419430400,8.59%,8010000,106000000,32200000,0,3
15:27:07,3233994cb1ac,geo-diff-work_worker,8.64%,38807797,419430400,9.25%,8670000,116000000,28600000,0,2
15:27:07,278143f3f3ca,geo-diff-work_worker,0.03%,36112957,419430400,8.61%,8580000,114000000,32200000,0,2
15:27:14,3233994cb1ac,geo-diff-work_worker,16.05%,38923141,419430400,9.28%,9400000,123000000,28600000,0,2
15:27:14,278143f3f3ca,geo-diff-work_worker,11.09%,36291215,419430400,8.65%,9200000,121000000,32200000,0,3
15:27:22,3233994cb1ac,geo-diff-work_worker,9.84%,38923141,419430400,9.28%,9840000,128000000,28600000,0,2
15:27:22,278143f3f3ca,geo-diff-work_worker,0.00%,36490444,419430400,8.70%,9730000,127000000,32200000,0,2
15:27:30,3233994cb1ac,geo-diff-work_worker,11.04%,39132856,419430400,9.33%,10600000,136000000,28600000,0,2
15:27:30,278143f3f3ca,geo-diff-work_worker,17.15%,36521902,419430400,8.71%,10400000,133000000,32200000,0,3
15:27:37,3233994cb1ac,geo-diff-work_worker,8.48%,39206256,419430400,9.35%,11000000,142000000,28600000,0,2
