UPTIME,CONTAINER ID,NAME,CPU %,MEM USAGE,MEM LIMIT,MEM %, NET I,NET O,BLOCK I,BLOCK O,PIDS
14:40:37,95bc314bb632,geo-diff-work_worker,0.00%,26791116,419430400,6.39%,1240,368,9650000,0,2
14:40:37,47fe7b19d8e4,geo-diff-work_worker,11.82%,24861736,419430400,5.93%,1200,368,0,0,2
14:40:37,16d198c3c352,geo-diff-work_updater,0.84%,12310282,209715200,5.87%,906,368,2450000,0,2
14:40:45,16d198c3c352,geo-diff-work_updater,0.00%,12310282,209715200,5.87%,1270,410,2450000,0,2
14:40:45,95bc314bb632,geo-diff-work_worker,0.00%,26791116,419430400,6.39%,1350,410,9650000,0,2
14:40:45,47fe7b19d8e4,geo-diff-work_worker,0.00%,24861736,419430400,5.93%,1350,410,0,0,2
14:40:53,16d198c3c352,geo-diff-work_updater,0.00%,12866027,209715200,6.14%,1780,684,2670000,0,2
14:40:53,95bc314bb632,geo-diff-work_worker,0.00%,27378319,419430400,6.53%,1870,684,9670000,0,2
14:40:53,47fe7b19d8e4,geo-diff-work_worker,0.00%,25648168,419430400,6.12%,1870,684,205000,0,2
14:41:00,16d198c3c352,geo-diff-work_updater,0.00%,12981370,209715200,6.19%,3570,2520,2670000,0,2
14:41:00,95bc314bb632,geo-diff-work_worker,0.00%,27472691,419430400,6.55%,3520,2300,9670000,0,2
14:41:00,47fe7b19d8e4,geo-diff-work_worker,0.00%,25753026,419430400,6.14%,3590,2230,205000,0,2
14:41:08,16d198c3c352,geo-diff-work_updater,0.00%,13327400,209715200,6.36%,14700,2920,2790000,0,2
14:41:08,95bc314bb632,geo-diff-work_worker,21.11%,31216107,419430400,7.44%,746000,7730000,9670000,0,2
14:41:08,47fe7b19d8e4,geo-diff-work_worker,3.28%,29444014,419430400,7.02%,502000,5030000,205000,0,3
14:41:16,16d198c3c352,geo-diff-work_updater,0.00%,13327400,209715200,6.36%,14700,2920,2790000,0,2
14:41:16,95bc314bb632,geo-diff-work_worker,20.84%,31394365,419430400,7.48%,1180000,14600000,9670000,0,3
14:41:16,47fe7b19d8e4,geo-diff-work_worker,0.00%,29444014,419430400,7.02%,1010000,12100000,205000,0,2
14:41:23,16d198c3c352,geo-diff-work_updater,0.00%,13327400,209715200,6.36%,14700,2920,2790000,0,2
14:41:23,95bc314bb632,geo-diff-work_worker,5.52%,31509708,419430400,7.51%,1540000,20900000,9670000,0,2
14:41:23,47fe7b19d8e4,geo-diff-work_worker,0.00%,29790044,419430400,7.10%,1480000,19900000,205000,0,2
14:41:31,16d198c3c352,geo-diff-work_updater,0.00%,13327400,209715200,6.36%,14700,2920,2790000,0,2
14:41:31,95bc314bb632,geo-diff-work_worker,0.00%,31719424,419430400,7.56%,1940000,27300000,9670000,0,2
14:41:31,47fe7b19d8e4,geo-diff-work_worker,7.18%,29926359,419430400,7.13%,1890000,26500000,205000,0,2
14:41:38,16d198c3c352,geo-diff-work_updater,0.00%,13327400,209715200,6.36%,14800,2920,2790000,0,2
14:41:38,95bc314bb632,geo-diff-work_worker,0.00%,31729909,419430400,7.56%,2400000,34700000,9670000,0,2
14:41:38,47fe7b19d8e4,geo-diff-work_worker,15.11%,30198988,419430400,7.20%,2290000,33100000,205000,0,2
14:41:46,16d198c3c352,geo-diff-work_updater,0.00%,13327400,209715200,6.36%,14800,2920,2790000,0,2
14:41:46,95bc314bb632,geo-diff-work_worker,0.00%,31960596,419430400,7.62%,3070000,43400000,9670000,0,2
14:41:46,47fe7b19d8e4,geo-diff-work_worker,25.88%,30398218,419430400,7.25%,3010000,42100000,205000,0,2
14:41:54,16d198c3c352,geo-diff-work_updater,0.00%,13327400,209715200,6.36%,14800,2920,2790000,0,2
14:41:54,95bc314bb632,geo-diff-work_worker,5.75%,32002539,419430400,7.63%,3650000,50200000,9670000,0,2
14:41:54,47fe7b19d8e4,geo-diff-work_worker,15.69%,30482104,419430400,7.27%,3510000,47900000,205000,0,3
14:42:01,16d198c3c352,geo-diff-work_updater,0.00%,13327400,209715200,6.36%,14800,2920,2790000,0,2
14:42:01,95bc314bb632,geo-diff-work_worker,10.56%,32138854,419430400,7.66%,4190000,56400000,9670000,0,2
14:42:01,47fe7b19d8e4,geo-diff-work_worker,12.57%,30482104,419430400,7.27%,3990000,53200000,205000,0,3
14:42:09,16d198c3c352,geo-diff-work_updater,0.00%,13327400,209715200,6.36%,14800,2920,2790000,0,2
14:42:09,95bc314bb632,geo-diff-work_worker,15.72%,32338083,419430400,7.71%,4750000,62400000,9670000,0,2
