UPTIME,CONTAINER ID,NAME,CPU %,MEM USAGE,MEM LIMIT,MEM %, NET I,NET O,BLOCK I,BLOCK O,PIDS
14:40:38,af73d8d2acf0,geo-diff-work_admin-worker,0.00%,25658654,419430400,6.12%,750,232,15900000,0,5
14:40:38,91c4fa805db5,geo-diff-work_dealer,14.68%,24987566,209715200,11.91%,552,0,13900000,0,2
14:40:38,a89b7469a0f1,geo-diff-work_rabbitmq-server,51.45%,65556971,536870912,12.21%,790,192,18700000,0,83
14:40:46,af73d8d2acf0,geo-diff-work_admin-worker,0.00%,25847398,419430400,6.16%,1530,316,15900000,0,5
14:40:46,91c4fa805db5,geo-diff-work_dealer,0.00%,58489569,209715200,27.89%,1530,316,34300000,0,2
14:40:46,a89b7469a0f1,geo-diff-work_rabbitmq-server,52.12%,127716556,536870912,23.79%,2020,1110,28900000,4100,86
14:40:54,af73d8d2acf0,geo-diff-work_admin-worker,0.00%,28259123,419430400,6.74%,1750,464,15900000,0,5
14:40:54,91c4fa805db5,geo-diff-work_dealer,0.00%,49765416,209715200,23.73%,1750,464,34300000,0,2
14:40:54,a89b7469a0f1,geo-diff-work_rabbitmq-server,51.40%,148583219,536870912,27.68%,3650,2350,41900000,94200,86
14:41:02,af73d8d2acf0,geo-diff-work_admin-worker,12.02%,28804382,419430400,6.87%,39400,6210,15900000,0,5
14:41:02,91c4fa805db5,geo-diff-work_dealer,9.49%,47636807,209715200,22.72%,16700,1300000,35700000,0,2
14:41:02,a89b7469a0f1,geo-diff-work_rabbitmq-server,0.33%,132120576,536870912,24.62%,248000,38400,58400000,127000,86
14:41:09,af73d8d2acf0,geo-diff-work_admin-worker,0.00%,27567063,419430400,6.57%,92600,17000,15900000,0,5
14:41:09,91c4fa805db5,geo-diff-work_dealer,0.00%,38482739,209715200,18.35%,54200,5320000,39400000,0,2
14:41:09,a89b7469a0f1,geo-diff-work_rabbitmq-server,2.79%,202794598,536870912,37.78%,66800000,5670000,58500000,61700000,86
14:41:17,af73d8d2acf0,geo-diff-work_admin-worker,0.01%,26780631,419430400,6.38%,159000,30200,15900000,0,5
14:41:17,91c4fa805db5,geo-diff-work_dealer,0.00%,39174799,209715200,18.68%,103000,8660000,42800000,0,2
14:41:17,a89b7469a0f1,geo-diff-work_rabbitmq-server,16.05%,191889408,536870912,35.74%,129000000,9240000,58500000,122000000,86
14:41:25,af73d8d2acf0,geo-diff-work_admin-worker,0.00%,24893194,419430400,5.93%,225000,43100,15900000,0,5
14:41:25,91c4fa805db5,geo-diff-work_dealer,0.00%,34938552,209715200,16.66%,152000,12000000,46000000,0,2
14:41:25,a89b7469a0f1,geo-diff-work_rabbitmq-server,30.97%,231211008,536870912,43.07%,194000000,12900000,58500000,184000000,86
14:41:33,af73d8d2acf0,geo-diff-work_admin-worker,0.75%,24966594,419430400,5.95%,291000,56100,15900000,0,5
14:41:33,91c4fa805db5,geo-diff-work_dealer,11.74%,34686894,209715200,16.54%,201000,15200000,48900000,0,2
14:41:33,a89b7469a0f1,geo-diff-work_rabbitmq-server,0.78%,191260262,536870912,35.62%,254000000,16300000,58500000,243000000,86
14:41:40,af73d8d2acf0,geo-diff-work_admin-worker,9.08%,23970447,419430400,5.72%,356000,68900,15900000,0,5
14:41:40,91c4fa805db5,geo-diff-work_dealer,3.80%,32883343,209715200,15.68%,250000,19100000,52400000,0,2
14:41:40,a89b7469a0f1,geo-diff-work_rabbitmq-server,19.41%,246939648,536870912,46.00%,312000000,19900000,58500000,299000000,86
14:41:48,af73d8d2acf0,geo-diff-work_admin-worker,18.12%,23876075,419430400,5.69%,421000,81000,15900000,0,5
