UPTIME,CONTAINER ID,NAME,CPU %,MEM USAGE,MEM LIMIT,MEM %, NET I,NET O,BLOCK I,BLOCK O,PIDS
16:26:00,dd3ef060eb43,geo-diff-work_worker,1.61%,29947330,419430400,7.14%,2420000,31400000,0,0,2
16:26:00,a251d6756f2d,geo-diff-work_worker,1.54%,29632757,419430400,7.07%,2270000,29900000,0,0,2
16:26:08,dd3ef060eb43,geo-diff-work_worker,0.00%,29947330,419430400,7.14%,2500000,32299999,0,0,2
16:26:08,a251d6756f2d,geo-diff-work_worker,1.97%,29643243,419430400,7.07%,2350000,30900000,0,0,2
16:26:16,6dbaf6a6534d,geo-diff-work_worker,0.00%,24914165,419430400,5.94%,2210,1460,0,0,2
16:26:16,dd3ef060eb43,geo-diff-work_worker,0.00%,29947330,419430400,7.14%,2550000,33000000,0,0,2
16:26:23,6dbaf6a6534d,geo-diff-work_worker,0.00%,27504148,419430400,6.56%,51400,486000,0,0,2
16:26:23,dd3ef060eb43,geo-diff-work_worker,0.01%,29947330,419430400,7.14%,2580000,33299999,0,0,2
16:26:31,6dbaf6a6534d,geo-diff-work_worker,0.00%,27504148,419430400,6.56%,81000,698000,0,0,2
16:26:37,6dbaf6a6534d,geo-diff-work_worker,1.57%,27504148,419430400,6.56%,107000,735000,0,0,2
16:26:44,6dbaf6a6534d,geo-diff-work_worker,3.71%,27986493,419430400,6.67%,174000,1300000,0,0,2
16:26:50,6dbaf6a6534d,geo-diff-work_worker,2.06%,28269608,419430400,6.74%,285000,2690000,0,0,2
16:26:57,6dbaf6a6534d,geo-diff-work_worker,1.77%,28269608,419430400,6.74%,391000,3710000,0,0,2
16:27:04,6dbaf6a6534d,geo-diff-work_worker,1.26%,28458352,419430400,6.79%,526000,4890000,0,0,3
16:27:10,6dbaf6a6534d,geo-diff-work_worker,1.86%,28458352,419430400,6.79%,639000,6110000,0,0,2
16:27:17,6dbaf6a6534d,geo-diff-work_worker,0.00%,28521267,419430400,6.80%,747000,7110000,0,0,2
16:27:23,6dbaf6a6534d,geo-diff-work_worker,1.87%,28626124,419430400,6.83%,874000,8440000,0,0,2
16:27:30,6dbaf6a6534d,geo-diff-work_worker,3.72%,28626124,419430400,6.83%,1020000,9970000,0,0,2
16:27:36,6dbaf6a6534d,geo-diff-work_worker,1.86%,28626124,419430400,6.83%,1100000,11000000,0,0,2
16:27:43,6dbaf6a6534d,geo-diff-work_worker,0.00%,28626124,419430400,6.83%,1170000,11500000,0,0,2
16:27:50,6dbaf6a6534d,geo-diff-work_worker,0.00%,28626124,419430400,6.83%,1250000,12300000,0,0,2
